angle,sin,cos
301b,2bb3,2ec1
301c,2bb4,2ec0
301d,2bb5,2ec0
301e,2bb5,2ebf
301f,2bb6,2ebe
3020,2bb7,2ebe
3021,2bb8,2ebd
3022,2bb8,2ebc
3023,2bb9,2ebc
3024,2bba,2ebb
3025,2bbb,2eba
3026,2bbb,2eba
3027,2bbc,2eb9
3028,2bbd,2eb8
3029,2bbd,2eb8
302a,2bbe,2eb7
302b,2bbf,2eb6
302c,2bc0,2eb5
302d,2bc0,2eb5
302e,2bc1,2eb4
302f,2bc2,2eb3
3030,2bc3,2eb3
3031,2bc3,2eb2
3032,2bc4,2eb1
3033,2bc5,2eb1
3034,2bc5,2eb0
3035,2bc6,2eaf
3036,2bc7,2eaf
3037,2bc8,2eae
3038,2bc8,2ead
3039,2bc9,2ead
303a,2bca,2eac
303b,2bcb,2eab
303c,2bcb,2eab
303d,2bcc,2eaa
303e,2bcd,2ea9
303f,2bcd,2ea8
3040,2bce,2ea8
3041,2bcf,2ea7
3042,2bd0,2ea6
3043,2bd0,2ea6
3044,2bd1,2ea5
3045,2bd2,2ea4
3046,2bd3,2ea4
3047,2bd3,2ea3
3048,2bd4,2ea2
3049,2bd5,2ea2
304a,2bd6,2ea1
304b,2bd6,2ea0
304c,2bd7,2ea0
304d,2bd8,2e9f
304e,2bd8,2e9e
304f,2bd9,2e9e
3050,2bda,2e9d
3051,2bdb,2e9c
3052,2bdb,2e9b
3053,2bdc,2e9b
3054,2bdd,2e9a
3055,2bde,2e99
3056,2bde,2e99
3057,2bdf,2e98
3058,2be0,2e97
3059,2be0,2e97
305a,2be1,2e96
305b,2be2,2e95
305c,2be3,2e95
305d,2be3,2e94
305e,2be4,2e93
305f,2be5,2e93
3060,2be6,2e92
3061,2be6,2e91
3062,2be7,2e90
3063,2be8,2e90
3064,2be8,2e8f
3065,2be9,2e8e
3066,2bea,2e8e
3067,2beb,2e8d
3068,2beb,2e8c
3069,2bec,2e8c
306a,2bed,2e8b
306b,2bee,2e8a
306c,2bee,2e8a
306d,2bef,2e89
306e,2bf0,2e88
306f,2bf0,2e88
3070,2bf1,2e87
3071,2bf2,2e86
3072,2bf3,2e85
3073,2bf3,2e85
3074,2bf4,2e84
3075,2bf5,2e83
3076,2bf6,2e83
3077,2bf6,2e82
3078,2bf7,2e81
3079,2bf8,2e81
307a,2bf8,2e80
307b,2bf9,2e7f
307c,2bfa,2e7f
307d,2bfb,2e7e
307e,2bfb,2e7d
307f,2bfc,2e7d
3080,2bfd,2e7c
3081,2bfe,2e7b
3082,2bfe,2e7b
3083,2bff,2e7a
3084,2c00,2e79
3085,2c00,2e78
3086,2c01,2e78
3087,2c02,2e77
3088,2c03,2e76
3089,2c03,2e76
308a,2c04,2e75
308b,2c05,2e74
308c,2c05,2e74
308d,2c06,2e73
308e,2c07,2e72
308f,2c08,2e72
3090,2c08,2e71
3091,2c09,2e70
3092,2c0a,2e6f
3093,2c0b,2e6f
3094,2c0b,2e6e
3095,2c0c,2e6d
3096,2c0d,2e6d
3097,2c0d,2e6c
3098,2c0e,2e6b
3099,2c0f,2e6b
309a,2c10,2e6a
309b,2c10,2e69
309c,2c11,2e69
309d,2c12,2e68
309e,2c13,2e67
309f,2c13,2e67
30a0,2c14,2e66
30a1,2c15,2e65
30a2,2c15,2e64
30a3,2c16,2e64
30a4,2c17,2e63
30a5,2c18,2e62
30a6,2c18,2e62
30a7,2c19,2e61
30a8,2c1a,2e60
30a9,2c1b,2e60
30aa,2c1b,2e5f
30ab,2c1c,2e5e
30ac,2c1d,2e5e
30ad,2c1d,2e5d
30ae,2c1e,2e5c
30af,2c1f,2e5c
30b0,2c20,2e5b
30b1,2c20,2e5a
30b2,2c21,2e59
30b3,2c22,2e59
30b4,2c22,2e58
30b5,2c23,2e57
30b6,2c24,2e57
30b7,2c25,2e56
30b8,2c25,2e55
30b9,2c26,2e55
30ba,2c27,2e54
30bb,2c28,2e53
30bc,2c28,2e53
30bd,2c29,2e52
30be,2c2a,2e51
30bf,2c2a,2e50
30c0,2c2b,2e50
30c1,2c2c,2e4f
30c2,2c2d,2e4e
30c3,2c2d,2e4e
30c4,2c2e,2e4d
30c5,2c2f,2e4c
30c6,2c30,2e4c
30c7,2c30,2e4b
30c8,2c31,2e4a
30c9,2c32,2e4a
30ca,2c32,2e49
30cb,2c33,2e48
30cc,2c34,2e48
30cd,2c35,2e47
30ce,2c35,2e46
30cf,2c36,2e45
30d0,2c37,2e45
30d1,2c37,2e44
30d2,2c38,2e43
30d3,2c39,2e43
30d4,2c3a,2e42
30d5,2c3a,2e41
30d6,2c3b,2e41
30d7,2c3c,2e40
30d8,2c3d,2e3f
30d9,2c3d,2e3f
30da,2c3e,2e3e
30db,2c3f,2e3d
30dc,2c3f,2e3c
30dd,2c40,2e3c
30de,2c41,2e3b
30df,2c42,2e3a
30e0,2c42,2e3a
30e1,2c43,2e39
30e2,2c44,2e38
30e3,2c44,2e38
30e4,2c45,2e37
30e5,2c46,2e36
30e6,2c47,2e36
30e7,2c47,2e35
30e8,2c48,2e34
30e9,2c49,2e33
30ea,2c4a,2e33
30eb,2c4a,2e32
30ec,2c4b,2e31
30ed,2c4c,2e31
30ee,2c4c,2e30
30ef,2c4d,2e2f
30f0,2c4e,2e2f
30f1,2c4f,2e2e
30f2,2c4f,2e2d
30f3,2c50,2e2d
30f4,2c51,2e2c
30f5,2c51,2e2b
30f6,2c52,2e2a
30f7,2c53,2e2a
30f8,2c54,2e29
30f9,2c54,2e28
30fa,2c55,2e28
30fb,2c56,2e27
30fc,2c57,2e26
30fd,2c57,2e26
30fe,2c58,2e25
30ff,2c59,2e24
3100,2c59,2e24
3101,2c5a,2e23
3102,2c5b,2e22
3103,2c5c,2e21
3104,2c5c,2e21
3105,2c5d,2e20
3106,2c5e,2e1f
3107,2c5e,2e1f
3108,2c5f,2e1e
3109,2c60,2e1d
310a,2c61,2e1d
310b,2c61,2e1c
310c,2c62,2e1b
310d,2c63,2e1b
310e,2c64,2e1a
310f,2c64,2e19
3110,2c65,2e18
3111,2c66,2e18
3112,2c66,2e17
3113,2c67,2e16
3114,2c68,2e16
3115,2c69,2e15
3116,2c69,2e14
3117,2c6a,2e14
3118,2c6b,2e13
3119,2c6b,2e12
311a,2c6c,2e12
311b,2c6d,2e11
311c,2c6e,2e10
311d,2c6e,2e0f
311e,2c6f,2e0f
311f,2c70,2e0e
3120,2c70,2e0d
3121,2c71,2e0d
3122,2c72,2e0c
3123,2c73,2e0b
3124,2c73,2e0b
3125,2c74,2e0a
3126,2c75,2e09
3127,2c75,2e08
3128,2c76,2e08
3129,2c77,2e07
312a,2c78,2e06
312b,2c78,2e06
312c,2c79,2e05
312d,2c7a,2e04
312e,2c7b,2e04
312f,2c7b,2e03
3130,2c7c,2e02
3131,2c7d,2e02
3132,2c7d,2e01
3133,2c7e,2e00
3134,2c7f,2dff
3135,2c80,2dff
3136,2c80,2dfe
3137,2c81,2dfd
3138,2c82,2dfd
3139,2c82,2dfc
313a,2c83,2dfb
313b,2c84,2dfb
313c,2c85,2dfa
313d,2c85,2df9
313e,2c86,2df8
313f,2c87,2df8
3140,2c87,2df7
3141,2c88,2df6
3142,2c89,2df6
3143,2c8a,2df5
3144,2c8a,2df4
3145,2c8b,2df4
3146,2c8c,2df3
3147,2c8c,2df2
3148,2c8d,2df2
3149,2c8e,2df1
314a,2c8f,2df0
314b,2c8f,2def
314c,2c90,2def
314d,2c91,2dee
314e,2c92,2ded
314f,2c92,2ded
3150,2c93,2dec
3151,2c94,2deb
3152,2c94,2deb
3153,2c95,2dea
3154,2c96,2de9
3155,2c97,2de8
3156,2c97,2de8
3157,2c98,2de7
3158,2c99,2de6
3159,2c99,2de6
315a,2c9a,2de5
315b,2c9b,2de4
315c,2c9c,2de4
315d,2c9c,2de3
315e,2c9d,2de2
315f,2c9e,2de2
3160,2c9e,2de1
3161,2c9f,2de0
3162,2ca0,2ddf
3163,2ca1,2ddf
3164,2ca1,2dde
3165,2ca2,2ddd
3166,2ca3,2ddd
3167,2ca3,2ddc
3168,2ca4,2ddb
3169,2ca5,2ddb
316a,2ca6,2dda
316b,2ca6,2dd9
316c,2ca7,2dd8
316d,2ca8,2dd8
316e,2ca8,2dd7
316f,2ca9,2dd6
3170,2caa,2dd6
3171,2cab,2dd5
3172,2cab,2dd4
3173,2cac,2dd4
3174,2cad,2dd3
3175,2cad,2dd2
3176,2cae,2dd1
3177,2caf,2dd1
3178,2cb0,2dd0
3179,2cb0,2dcf
317a,2cb1,2dcf
317b,2cb2,2dce
317c,2cb2,2dcd
317d,2cb3,2dcd
317e,2cb4,2dcc
317f,2cb5,2dcb
3180,2cb5,2dca
3181,2cb6,2dca
3182,2cb7,2dc9
3183,2cb7,2dc8
3184,2cb8,2dc8
3185,2cb9,2dc7
3186,2cba,2dc6
3187,2cba,2dc6
3188,2cbb,2dc5
3189,2cbc,2dc4
318a,2cbc,2dc3
318b,2cbd,2dc3
318c,2cbe,2dc2
318d,2cbf,2dc1
318e,2cbf,2dc1
318f,2cc0,2dc0
3190,2cc1,2dbf
3191,2cc2,2dbf
3192,2cc2,2dbe
3193,2cc3,2dbd
3194,2cc4,2dbc
3195,2cc4,2dbc
3196,2cc5,2dbb
3197,2cc6,2dba
3198,2cc7,2dba
3199,2cc7,2db9
319a,2cc8,2db8
319b,2cc9,2db8
319c,2cc9,2db7
319d,2cca,2db6
319e,2ccb,2db5
319f,2ccc,2db5
31a0,2ccc,2db4
31a1,2ccd,2db3
31a2,2cce,2db3
31a3,2cce,2db2
31a4,2ccf,2db1
31a5,2cd0,2db1
31a6,2cd1,2db0
31a7,2cd1,2daf
31a8,2cd2,2dae
31a9,2cd3,2dae
31aa,2cd3,2dad
31ab,2cd4,2dac
31ac,2cd5,2dac
31ad,2cd5,2dab
31ae,2cd6,2daa
31af,2cd7,2daa
31b0,2cd8,2da9
31b1,2cd8,2da8
31b2,2cd9,2da7
31b3,2cda,2da7
31b4,2cda,2da6
31b5,2cdb,2da5
31b6,2cdc,2da5
31b7,2cdd,2da4
31b8,2cdd,2da3
31b9,2cde,2da3
31ba,2cdf,2da2
31bb,2cdf,2da1
31bc,2ce0,2da0
31bd,2ce1,2da0
31be,2ce2,2d9f
31bf,2ce2,2d9e
31c0,2ce3,2d9e
31c1,2ce4,2d9d
31c2,2ce4,2d9c
31c3,2ce5,2d9c
31c4,2ce6,2d9b
31c5,2ce7,2d9a
31c6,2ce7,2d99
31c7,2ce8,2d99
31c8,2ce9,2d98
31c9,2ce9,2d97
31ca,2cea,2d97
31cb,2ceb,2d96
31cc,2cec,2d95
31cd,2cec,2d95
31ce,2ced,2d94
31cf,2cee,2d93
31d0,2cee,2d92
31d1,2cef,2d92
31d2,2cf0,2d91
31d3,2cf1,2d90
31d4,2cf1,2d90
31d5,2cf2,2d8f
31d6,2cf3,2d8e
31d7,2cf3,2d8e
31d8,2cf4,2d8d
31d9,2cf5,2d8c
31da,2cf6,2d8b
31db,2cf6,2d8b
31dc,2cf7,2d8a
31dd,2cf8,2d89
31de,2cf8,2d89
31df,2cf9,2d88
31e0,2cfa,2d87
31e1,2cfb,2d87
31e2,2cfb,2d86
31e3,2cfc,2d85
31e4,2cfd,2d84
31e5,2cfd,2d84
31e6,2cfe,2d83
31e7,2cff,2d82
31e8,2d00,2d82
31e9,2d00,2d81
31ea,2d01,2d80
31eb,2d02,2d7f
31ec,2d02,2d7f
31ed,2d03,2d7e
31ee,2d04,2d7d
31ef,2d05,2d7d
31f0,2d05,2d7c
31f1,2d06,2d7b
31f2,2d07,2d7b
31f3,2d07,2d7a
31f4,2d08,2d79
31f5,2d09,2d78
31f6,2d09,2d78
31f7,2d0a,2d77
31f8,2d0b,2d76
31f9,2d0c,2d76
31fa,2d0c,2d75
31fb,2d0d,2d74
31fc,2d0e,2d74
31fd,2d0e,2d73
31fe,2d0f,2d72
31ff,2d10,2d71
3200,2d11,2d71
3201,2d11,2d70
3202,2d12,2d6f
3203,2d13,2d6f
3204,2d13,2d6e
3205,2d14,2d6d
3206,2d15,2d6c
3207,2d16,2d6c
3208,2d16,2d6b
3209,2d17,2d6a
320a,2d18,2d6a
320b,2d18,2d69
320c,2d19,2d68
320d,2d1a,2d68
320e,2d1b,2d67
320f,2d1b,2d66
3210,2d1c,2d65
3211,2d1d,2d65
3212,2d1d,2d64
3213,2d1e,2d63
3214,2d1f,2d63
3215,2d1f,2d62
3216,2d20,2d61
3217,2d21,2d60
3218,2d22,2d60
3219,2d22,2d5f
321a,2d23,2d5e
321b,2d24,2d5e
321c,2d24,2d5d
321d,2d25,2d5c
321e,2d26,2d5c
321f,2d27,2d5b
3220,2d27,2d5a
3221,2d28,2d59
3222,2d29,2d59
3223,2d29,2d58
3224,2d2a,2d57
3225,2d2b,2d57
3226,2d2c,2d56
3227,2d2c,2d55
3228,2d2d,2d54
3229,2d2e,2d54
322a,2d2e,2d53
322b,2d2f,2d52
322c,2d30,2d52
322d,2d30,2d51
322e,2d31,2d50
322f,2d32,2d50
3230,2d33,2d4f
3231,2d33,2d4e
3232,2d34,2d4d
3233,2d35,2d4d
3234,2d35,2d4c
3235,2d36,2d4b
3236,2d37,2d4b
3237,2d38,2d4a
3238,2d38,2d49
3239,2d39,2d48
323a,2d3a,2d48
323b,2d3a,2d47
323c,2d3b,2d46
323d,2d3c,2d46
323e,2d3d,2d45
323f,2d3d,2d44
3240,2d3e,2d44
3241,2d3f,2d43
3242,2d3f,2d42
3243,2d40,2d41
3244,2d41,2d41
3245,2d41,2d40
3246,2d42,2d3f
3247,2d43,2d3f
3248,2d44,2d3e
3249,2d44,2d3d
324a,2d45,2d3c
324b,2d46,2d3c
324c,2d46,2d3b
324d,2d47,2d3a
324e,2d48,2d3a
324f,2d49,2d39
3250,2d49,2d38
3251,2d4a,2d38
3252,2d4b,2d37
3253,2d4b,2d36
3254,2d4c,2d35
3255,2d4d,2d35
3256,2d4d,2d34
3257,2d4e,2d33
3258,2d4f,2d33
3259,2d50,2d32
325a,2d50,2d31
325b,2d51,2d30
325c,2d52,2d30
325d,2d52,2d2f
325e,2d53,2d2e
325f,2d54,2d2e
3260,2d55,2d2d
3261,2d55,2d2c
3262,2d56,2d2b
3263,2d57,2d2b
3264,2d57,2d2a
3265,2d58,2d29
3266,2d59,2d29
3267,2d59,2d28
3268,2d5a,2d27
3269,2d5b,2d27
326a,2d5c,2d26
326b,2d5c,2d25
326c,2d5d,2d24
326d,2d5e,2d24
326e,2d5e,2d23
326f,2d5f,2d22
3270,2d60,2d22
3271,2d61,2d21
3272,2d61,2d20
3273,2d62,2d1f
3274,2d63,2d1f
3275,2d63,2d1e
3276,2d64,2d1d
3277,2d65,2d1d
3278,2d65,2d1c
3279,2d66,2d1b
327a,2d67,2d1a
327b,2d68,2d1a
327c,2d68,2d19
327d,2d69,2d18
327e,2d6a,2d18
327f,2d6a,2d17
3280,2d6b,2d16
3281,2d6c,2d15
3282,2d6d,2d15
3283,2d6d,2d14
3284,2d6e,2d13
3285,2d6f,2d13
3286,2d6f,2d12
3287,2d70,2d11
3288,2d71,2d11
3289,2d71,2d10
328a,2d72,2d0f
328b,2d73,2d0e
328c,2d74,2d0e
328d,2d74,2d0d
328e,2d75,2d0c
328f,2d76,2d0c
3290,2d76,2d0b
3291,2d77,2d0a
3292,2d78,2d09
3293,2d78,2d09
3294,2d79,2d08
3295,2d7a,2d07
3296,2d7b,2d07
3297,2d7b,2d06
3298,2d7c,2d05
3299,2d7d,2d04
329a,2d7d,2d04
329b,2d7e,2d03
329c,2d7f,2d02
329d,2d80,2d02
329e,2d80,2d01
329f,2d81,2d00
32a0,2d82,2cff
32a1,2d82,2cff
32a2,2d83,2cfe
32a3,2d84,2cfd
32a4,2d84,2cfd
32a5,2d85,2cfc
32a6,2d86,2cfb
32a7,2d87,2cfa
32a8,2d87,2cfa
32a9,2d88,2cf9
32aa,2d89,2cf8
32ab,2d89,2cf8
32ac,2d8a,2cf7
32ad,2d8b,2cf6
32ae,2d8b,2cf6
32af,2d8c,2cf5
32b0,2d8d,2cf4
32b1,2d8e,2cf3
32b2,2d8e,2cf3
32b3,2d8f,2cf2
32b4,2d90,2cf1
32b5,2d90,2cf1
32b6,2d91,2cf0
32b7,2d92,2cef
32b8,2d92,2cee
32b9,2d93,2cee
32ba,2d94,2ced
32bb,2d95,2cec
32bc,2d95,2cec
32bd,2d96,2ceb
32be,2d97,2cea
32bf,2d97,2ce9
32c0,2d98,2ce9
32c1,2d99,2ce8
32c2,2d9a,2ce7
32c3,2d9a,2ce7
32c4,2d9b,2ce6
32c5,2d9c,2ce5
32c6,2d9c,2ce4
32c7,2d9d,2ce4
32c8,2d9e,2ce3
32c9,2d9e,2ce2
32ca,2d9f,2ce2
32cb,2da0,2ce1
32cc,2da1,2ce0
32cd,2da1,2cdf
32ce,2da2,2cdf
32cf,2da3,2cde
32d0,2da3,2cdd
32d1,2da4,2cdd
32d2,2da5,2cdc
32d3,2da5,2cdb
32d4,2da6,2cda
32d5,2da7,2cda
32d6,2da8,2cd9
32d7,2da8,2cd8
32d8,2da9,2cd8
32d9,2daa,2cd7
32da,2daa,2cd6
32db,2dab,2cd5
32dc,2dac,2cd5
32dd,2dac,2cd4
32de,2dad,2cd3
32df,2dae,2cd3
32e0,2daf,2cd2
32e1,2daf,2cd1
32e2,2db0,2cd0
32e3,2db1,2cd0
32e4,2db1,2ccf
32e5,2db2,2cce
32e6,2db3,2cce
32e7,2db3,2ccd
32e8,2db4,2ccc
32e9,2db5,2ccb
32ea,2db6,2ccb
32eb,2db6,2cca
32ec,2db7,2cc9
32ed,2db8,2cc9
32ee,2db8,2cc8
32ef,2db9,2cc7
32f0,2dba,2cc6
32f1,2dba,2cc6
32f2,2dbb,2cc5
32f3,2dbc,2cc4
32f4,2dbd,2cc4
32f5,2dbd,2cc3
32f6,2dbe,2cc2
32f7,2dbf,2cc1
32f8,2dbf,2cc1
32f9,2dc0,2cc0
32fa,2dc1,2cbf
32fb,2dc1,2cbf
32fc,2dc2,2cbe
32fd,2dc3,2cbd
32fe,2dc4,2cbc
32ff,2dc4,2cbc
3300,2dc5,2cbb
3301,2dc6,2cba
3302,2dc6,2cba
3303,2dc7,2cb9
3304,2dc8,2cb8
3305,2dc8,2cb7
3306,2dc9,2cb7
3307,2dca,2cb6
3308,2dcb,2cb5
3309,2dcb,2cb5
330a,2dcc,2cb4
330b,2dcd,2cb3
330c,2dcd,2cb2
330d,2dce,2cb2
330e,2dcf,2cb1
330f,2dcf,2cb0
3310,2dd0,2cb0
3311,2dd1,2caf
3312,2dd2,2cae
3313,2dd2,2cad
3314,2dd3,2cad
3315,2dd4,2cac
3316,2dd4,2cab
3317,2dd5,2cab
3318,2dd6,2caa
3319,2dd6,2ca9
331a,2dd7,2ca8
331b,2dd8,2ca8
331c,2dd8,2ca7
331d,2dd9,2ca6
331e,2dda,2ca6
331f,2ddb,2ca5
3320,2ddb,2ca4
3321,2ddc,2ca3
3322,2ddd,2ca3
3323,2ddd,2ca2
3324,2dde,2ca1
3325,2ddf,2ca1
3326,2ddf,2ca0
3327,2de0,2c9f
3328,2de1,2c9e
3329,2de2,2c9e
332a,2de2,2c9d
332b,2de3,2c9c
332c,2de4,2c9c
332d,2de4,2c9b
332e,2de5,2c9a
332f,2de6,2c99
3330,2de6,2c99
3331,2de7,2c98
3332,2de8,2c97
3333,2de9,2c96
3334,2de9,2c96
3335,2dea,2c95
3336,2deb,2c94
3337,2deb,2c94
3338,2dec,2c93
3339,2ded,2c92
333a,2ded,2c91
333b,2dee,2c91
333c,2def,2c90
333d,2def,2c8f
333e,2df0,2c8f
333f,2df1,2c8e
3340,2df2,2c8d
3341,2df2,2c8c
3342,2df3,2c8c
3343,2df4,2c8b
3344,2df4,2c8a
3345,2df5,2c8a
3346,2df6,2c89
3347,2df6,2c88
3348,2df7,2c87
3349,2df8,2c87
334a,2df9,2c86
334b,2df9,2c85
334c,2dfa,2c85
334d,2dfb,2c84
334e,2dfb,2c83
334f,2dfc,2c82
3350,2dfd,2c82
3351,2dfd,2c81
3352,2dfe,2c80
3353,2dff,2c80
3354,2dff,2c7f
3355,2e00,2c7e
3356,2e01,2c7d
3357,2e02,2c7d
3358,2e02,2c7c
3359,2e03,2c7b
335a,2e04,2c7a
335b,2e04,2c7a
335c,2e05,2c79
335d,2e06,2c78
335e,2e06,2c78
335f,2e07,2c77
3360,2e08,2c76
3361,2e09,2c75
3362,2e09,2c75
3363,2e0a,2c74
3364,2e0b,2c73
3365,2e0b,2c73
3366,2e0c,2c72
3367,2e0d,2c71
3368,2e0d,2c70
3369,2e0e,2c70
336a,2e0f,2c6f
336b,2e0f,2c6e
336c,2e10,2c6e
336d,2e11,2c6d
336e,2e12,2c6c
336f,2e12,2c6b
3370,2e13,2c6b
3371,2e14,2c6a
3372,2e14,2c69
3373,2e15,2c68
3374,2e16,2c68
3375,2e16,2c67
3376,2e17,2c66
3377,2e18,2c66
3378,2e18,2c65
3379,2e19,2c64
337a,2e1a,2c63
337b,2e1b,2c63
337c,2e1b,2c62
337d,2e1c,2c61
337e,2e1d,2c61
337f,2e1d,2c60
3380,2e1e,2c5f
3381,2e1f,2c5e
3382,2e1f,2c5e
3383,2e20,2c5d
3384,2e21,2c5c
3385,2e22,2c5c
3386,2e22,2c5b
3387,2e23,2c5a
3388,2e24,2c59
3389,2e24,2c59
338a,2e25,2c58
338b,2e26,2c57
338c,2e26,2c56
338d,2e27,2c56
338e,2e28,2c55
338f,2e28,2c54
3390,2e29,2c54
3391,2e2a,2c53
3392,2e2b,2c52
3393,2e2b,2c51
3394,2e2c,2c51
3395,2e2d,2c50
3396,2e2d,2c4f
3397,2e2e,2c4f
3398,2e2f,2c4e
3399,2e2f,2c4d
339a,2e30,2c4c
339b,2e31,2c4c
339c,2e31,2c4b
339d,2e32,2c4a
339e,2e33,2c49
339f,2e34,2c49
33a0,2e34,2c48
33a1,2e35,2c47
33a2,2e36,2c47
33a3,2e36,2c46
33a4,2e37,2c45
33a5,2e38,2c44
33a6,2e38,2c44
33a7,2e39,2c43
33a8,2e3a,2c42
33a9,2e3a,2c42
33aa,2e3b,2c41
33ab,2e3c,2c40
33ac,2e3d,2c3f
33ad,2e3d,2c3f
33ae,2e3e,2c3e
33af,2e3f,2c3d
33b0,2e3f,2c3c
33b1,2e40,2c3c
33b2,2e41,2c3b
33b3,2e41,2c3a
33b4,2e42,2c3a
33b5,2e43,2c39
33b6,2e43,2c38
33b7,2e44,2c37
33b8,2e45,2c37
33b9,2e45,2c36
33ba,2e46,2c35
33bb,2e47,2c35
33bc,2e48,2c34
33bd,2e48,2c33
33be,2e49,2c32
33bf,2e4a,2c32
33c0,2e4a,2c31
33c1,2e4b,2c30
33c2,2e4c,2c2f
33c3,2e4c,2c2f
33c4,2e4d,2c2e
33c5,2e4e,2c2d
33c6,2e4e,2c2d
33c7,2e4f,2c2c
33c8,2e50,2c2b
33c9,2e51,2c2a
33ca,2e51,2c2a
33cb,2e52,2c29
33cc,2e53,2c28
33cd,2e53,2c28
33ce,2e54,2c27
33cf,2e55,2c26
33d0,2e55,2c25
33d1,2e56,2c25
33d2,2e57,2c24
33d3,2e57,2c23
33d4,2e58,2c22
33d5,2e59,2c22
33d6,2e5a,2c21
33d7,2e5a,2c20
33d8,2e5b,2c20
33d9,2e5c,2c1f
33da,2e5c,2c1e
33db,2e5d,2c1d
33dc,2e5e,2c1d
33dd,2e5e,2c1c
33de,2e5f,2c1b
33df,2e60,2c1a
33e0,2e60,2c1a
33e1,2e61,2c19
33e2,2e62,2c18
33e3,2e62,2c18
33e4,2e63,2c17
33e5,2e64,2c16
33e6,2e65,2c15
33e7,2e65,2c15
33e8,2e66,2c14
33e9,2e67,2c13
33ea,2e67,2c13
33eb,2e68,2c12
33ec,2e69,2c11
33ed,2e69,2c10
33ee,2e6a,2c10
33ef,2e6b,2c0f
33f0,2e6b,2c0e
33f1,2e6c,2c0d
33f2,2e6d,2c0d
33f3,2e6d,2c0c
33f4,2e6e,2c0b
33f5,2e6f,2c0b
33f6,2e70,2c0a
33f7,2e70,2c09
33f8,2e71,2c08
33f9,2e72,2c08
33fa,2e72,2c07
33fb,2e73,2c06
33fc,2e74,2c05
33fd,2e74,2c05
33fe,2e75,2c04
33ff,2e76,2c03
3400,2e76,2c03
3401,2e77,2c02
3402,2e78,2c01
3403,2e78,2c00
3404,2e79,2c00
3405,2e7a,2bff
3406,2e7b,2bfe
3407,2e7b,2bfd
3408,2e7c,2bfd
3409,2e7d,2bfc
340a,2e7d,2bfb
340b,2e7e,2bfb
340c,2e7f,2bfa
340d,2e7f,2bf9
340e,2e80,2bf8
340f,2e81,2bf8
3410,2e81,2bf7
3411,2e82,2bf6
3412,2e83,2bf5
3413,2e83,2bf5
3414,2e84,2bf4
3415,2e85,2bf3
3416,2e86,2bf3
3417,2e86,2bf2
3418,2e87,2bf1
3419,2e88,2bf0
341a,2e88,2bf0
341b,2e89,2bef
341c,2e8a,2bee
341d,2e8a,2bed
341e,2e8b,2bed
341f,2e8c,2bec
3420,2e8c,2beb
3421,2e8d,2beb
3422,2e8e,2bea
3423,2e8e,2be9
3424,2e8f,2be8
3425,2e90,2be8
3426,2e91,2be7
3427,2e91,2be6
3428,2e92,2be5
3429,2e93,2be5
342a,2e93,2be4
342b,2e94,2be3
342c,2e95,2be3
342d,2e95,2be2
342e,2e96,2be1
342f,2e97,2be0
3430,2e97,2be0
3431,2e98,2bdf
3432,2e99,2bde
3433,2e99,2bdd
3434,2e9a,2bdd
3435,2e9b,2bdc
3436,2e9b,2bdb
3437,2e9c,2bdb
3438,2e9d,2bda
3439,2e9e,2bd9
343a,2e9e,2bd8
343b,2e9f,2bd8
343c,2ea0,2bd7
343d,2ea0,2bd6
343e,2ea1,2bd5
343f,2ea2,2bd5
3440,2ea2,2bd4
3441,2ea3,2bd3
3442,2ea4,2bd3
3443,2ea4,2bd2
3444,2ea5,2bd1
3445,2ea6,2bd0
3446,2ea6,2bd0
3447,2ea7,2bcf
3448,2ea8,2bce
3449,2ea9,2bcd
344a,2ea9,2bcd
344b,2eaa,2bcc
344c,2eab,2bcb
344d,2eab,2bcb
344e,2eac,2bca
344f,2ead,2bc9
3450,2ead,2bc8
3451,2eae,2bc8
3452,2eaf,2bc7
3453,2eaf,2bc6
3454,2eb0,2bc5
3455,2eb1,2bc5
3456,2eb1,2bc4
3457,2eb2,2bc3
3458,2eb3,2bc2
3459,2eb3,2bc2
345a,2eb4,2bc1
345b,2eb5,2bc0
345c,2eb6,2bc0
345d,2eb6,2bbf
345e,2eb7,2bbe
345f,2eb8,2bbd
3460,2eb8,2bbd
3461,2eb9,2bbc
3462,2eba,2bbb
3463,2eba,2bba
3464,2ebb,2bba
3465,2ebc,2bb9
3466,2ebc,2bb8
3467,2ebd,2bb8
3468,2ebe,2bb7
3469,2ebe,2bb6
346a,2ebf,2bb5
346b,2ec0,2bb5
346c,2ec0,2bb4
346d,2ec1,2bb3
346e,2ec2,2bb2
346f,2ec2,2bb2
3470,2ec3,2bb1
3471,2ec4,2bb0
3472,2ec5,2bb0
3473,2ec5,2baf
3474,2ec6,2bae
3475,2ec7,2bad
3476,2ec7,2bad
3477,2ec8,2bac
3478,2ec9,2bab
3479,2ec9,2baa
347a,2eca,2baa
347b,2ecb,2ba9
347c,2ecb,2ba8
347d,2ecc,2ba7
347e,2ecd,2ba7
347f,2ecd,2ba6
3480,2ece,2ba5
3481,2ecf,2ba5
3482,2ecf,2ba4
3483,2ed0,2ba3
3484,2ed1,2ba2
3485,2ed1,2ba2
3486,2ed2,2ba1
3487,2ed3,2ba0
3488,2ed4,2b9f
3489,2ed4,2b9f
348a,2ed5,2b9e
348b,2ed6,2b9d
