angle,sin,cos
f97da10,d3d491c,8fbfdba
f980120,d3d5f0b,8fbdd67
f982830,d3d74fa,8fbbd14
f984f40,d3d8ae8,8fb9cc1
f987650,d3da0d7,8fb7c6d
f989d60,d3db6c4,8fb5c1a
f98c470,d3dccb2,8fb3bc6
f98eb80,d3de29f,8fb1b72
f991290,d3df88c,8fafb1e
f9939a0,d3e0e79,8fadaca
f9960b0,d3e2465,8faba75
f9987c0,d3e3a51,8fa9a20
f99aed0,d3e503d,8fa79cb
f99d5e0,d3e6628,8fa5976
f99fcf0,d3e7c13,8fa3920
f9a2400,d3e91fe,8fa18cb
f9a4b10,d3ea7e8,8f9f875
f9a7220,d3ebdd2,8f9d81f
f9a9930,d3ed3bc,8f9b7c9
f9ac040,d3ee9a6,8f99772
f9ae750,d3eff8f,8f9771b
f9b0e60,d3f1578,8f956c4
f9b3570,d3f2b60,8f9366d
f9b5c80,d3f4149,8f91616
f9b8390,d3f5731,8f8f5be
f9baaa0,d3f6d18,8f8d567
f9bd1b0,d3f8300,8f8b50f
f9bf8c0,d3f98e7,8f894b7
f9c1fd0,d3faecd,8f8745e
f9c46e0,d3fc4b4,8f85406
f9c6df0,d3fda9a,8f833ad
f9c9500,d3ff080,8f81354
f9cbc10,d400665,8f7f2fb
f9ce320,d401c4a,8f7d2a1
f9d0a30,d40322f,8f7b248
f9d3140,d404814,8f791ee
f9d5850,d405df8,8f77194
f9d7f60,d4073dc,8f75139
f9da670,d4089c0,8f730df
f9dcd80,d409fa3,8f71084
f9df490,d40b586,8f6f029
f9e1ba0,d40cb69,8f6cfce
f9e42b0,d40e14b,8f6af73
f9e69c0,d40f72d,8f68f18
f9e90d0,d410d0f,8f66ebc
f9eb7e0,d4122f1,8f64e60
f9edef0,d4138d2,8f62e04
f9f0600,d414eb3,8f60da7
f9f2d10,d416493,8f5ed4b
f9f5420,d417a73,8f5ccee
f9f7b30,d419053,8f5ac91
f9fa240,d41a633,8f58c34
f9fc950,d41bc12,8f56bd7
f9ff060,d41d1f1,8f54b79
fa01770,d41e7d0,8f52b1b
fa03e80,d41fdae,8f50abd
fa06590,d42138d,8f4ea5f
fa08ca0,d42296a,8f4ca01
fa0b3b0,d423f48,8f4a9a2
fa0dac0,d425525,8f48943
fa101d0,d426b02,8f468e4
fa128e0,d4280de,8f44885
fa14ff0,d4296bb,8f42825
fa17700,d42ac97,8f407c6
fa19e10,d42c272,8f3e766
fa1c520,d42d84e,8f3c706
fa1ec30,d42ee29,8f3a6a5
fa21340,d430403,8f38645
fa23a50,d4319de,8f365e4
fa26160,d432fb8,8f34583
fa28870,d434591,8f32522
fa2af80,d435b6b,8f304c1
fa2d690,d437144,8f2e45f
fa2fda0,d43871d,8f2c3fd
fa324b0,d439cf5,8f2a39c
fa34bc0,d43b2ce,8f28339
fa372d0,d43c8a6,8f262d7
fa399e0,d43de7d,8f24274
fa3c0f0,d43f455,8f22212
fa3e800,d440a2c,8f201af
fa40f10,d442002,8f1e14b
fa43620,d4435d9,8f1c0e8
fa45d30,d444baf,8f1a084
fa48440,d446184,8f18020
fa4ab50,d44775a,8f15fbc
fa4d260,d448d2f,8f13f58
fa4f970,d44a304,8f11ef4
fa52080,d44b8d8,8f0fe8f
fa54790,d44cead,8f0de2a
fa56ea0,d44e480,8f0bdc5
fa595b0,d44fa54,8f09d60
fa5bcc0,d451027,8f07cfa
fa5e3d0,d4525fa,8f05c95
fa60ae0,d453bcd,8f03c2f
fa631f0,d45519f,8f01bc8
fa65900,d456771,8effb62
fa68010,d457d43,8efdafc
fa6a720,d459315,8efba95
fa6ce30,d45a8e6,8ef9a2e
fa6f540,d45beb6,8ef79c7
fa71c50,d45d487,8ef595f
fa74360,d45ea57,8ef38f8
fa76a70,d460027,8ef1890
fa79180,d4615f7,8eef828
fa7b890,d462bc6,8eed7c0
fa7dfa0,d464195,8eeb757
fa806b0,d465763,8ee96ef
fa82dc0,d466d32,8ee7686
fa854d0,d468300,8ee561d
fa87be0,d4698ce,8ee35b4
fa8a2f0,d46ae9b,8ee154a
fa8ca00,d46c468,8edf4e0
fa8f110,d46da35,8edd477
fa91820,d46f001,8edb40c
fa93f30,d4705ce,8ed93a2
fa96640,d471b99,8ed7338
fa98d50,d473165,8ed52cd
fa9b460,d474730,8ed3262
fa9db70,d475cfb,8ed11f7
faa0280,d4772c6,8ecf18c
faa2990,d478890,8ecd120
faa50a0,d479e5a,8ecb0b4
faa77b0,d47b424,8ec9048
faa9ec0,d47c9ed,8ec6fdc
faac5d0,d47dfb6,8ec4f70
faaece0,d47f57f,8ec2f03
fab13f0,d480b48,8ec0e96
fab3b00,d482110,8ebee29
fab6210,d4836d8,8ebcdbc
fab8920,d484c9f,8ebad4f
fabb030,d486266,8eb8ce1
fabd740,d48782d,8eb6c73
fabfe50,d488df4,8eb4c05
fac2560,d48a3ba,8eb2b97
fac4c70,d48b980,8eb0b29
fac7380,d48cf46,8eaeaba
fac9a90,d48e50b,8eaca4b
facc1a0,d48fad0,8eaa9dc
face8b0,d491095,8ea896d
fad0fc0,d492659,8ea68fd
fad36d0,d493c1e,8ea488e
fad5de0,d4951e1,8ea281e
fad84f0,d4967a5,8ea07ae
fadac00,d497d68,8e9e73d
fadd310,d49932b,8e9c6cd
fadfa20,d49a8ee,8e9a65c
fae2130,d49beb0,8e985eb
fae4840,d49d472,8e9657a
fae6f50,d49ea34,8e94509
fae9660,d49fff5,8e92497
faebd70,d4a15b6,8e90425
faee480,d4a2b77,8e8e3b3
faf0b90,d4a4137,8e8c341
faf32a0,d4a56f7,8e8a2cf
faf59b0,d4a6cb7,8e8825c
faf80c0,d4a8276,8e861e9
fafa7d0,d4a9836,8e84176
fafcee0,d4aadf5,8e82103
faff5f0,d4ac3b3,8e80090
fb01d00,d4ad971,8e7e01c
fb04410,d4aef2f,8e7bfa8
fb06b20,d4b04ed,8e79f34
fb09230,d4b1aaa,8e77ec0
fb0b940,d4b3067,8e75e4b
fb0e050,d4b4624,8e73dd7
fb10760,d4b5be0,8e71d62
fb12e70,d4b719d,8e6fced
fb15580,d4b8758,8e6dc78
fb17c90,d4b9d14,8e6bc02
fb1a3a0,d4bb2cf,8e69b8c
fb1cab0,d4bc88a,8e67b16
fb1f1c0,d4bde44,8e65aa0
fb218d0,d4bf3ff,8e63a2a
fb23fe0,d4c09b8,8e619b3
fb266f0,d4c1f72,8e5f93d
fb28e00,d4c352b,8e5d8c6
fb2b510,d4c4ae4,8e5b84f
fb2dc20,d4c609d,8e597d7
fb30330,d4c7655,8e57760
fb32a40,d4c8c0e,8e556e8
fb35150,d4ca1c5,8e53670
fb37860,d4cb77d,8e515f8
fb39f70,d4ccd34,8e4f57f
fb3c680,d4ce2eb,8e4d507
fb3ed90,d4cf8a1,8e4b48e
fb414a0,d4d0e57,8e49415
fb43bb0,d4d240d,8e4739c
fb462c0,d4d39c3,8e45322
fb489d0,d4d4f78,8e432a9
fb4b0e0,d4d652d,8e4122f
fb4d7f0,d4d7ae2,8e3f1b5
fb4ff00,d4d9096,8e3d13a
fb52610,d4da64a,8e3b0c0
fb54d20,d4dbbfe,8e39045
fb57430,d4dd1b1,8e36fca
fb59b40,d4de764,8e34f4f
fb5c250,d4dfd17,8e32ed4
fb5e960,d4e12ca,8e30e58
fb61070,d4e287c,8e2eddd
fb63780,d4e3e2e,8e2cd61
fb65e90,d4e53df,8e2ace5
fb685a0,d4e6991,8e28c68
fb6acb0,d4e7f42,8e26bec
fb6d3c0,d4e94f2,8e24b6f
fb6fad0,d4eaaa2,8e22af2
fb721e0,d4ec053,8e20a75
fb748f0,d4ed602,8e1e9f8
fb77000,d4eebb2,8e1c97a
fb79710,d4f0161,8e1a8fc
fb7be20,d4f170f,8e1887e
fb7e530,d4f2cbe,8e16800
fb80c40,d4f426c,8e14782
fb83350,d4f581a,8e12703
fb85a60,d4f6dc7,8e10684
fb88170,d4f8375,8e0e605
fb8a880,d4f9922,8e0c586
fb8cf90,d4faece,8e0a507
fb8f6a0,d4fc47a,8e08487
fb91db0,d4fda26,8e06407
fb944c0,d4fefd2,8e04387
fb96bd0,d50057e,8e02307
fb992e0,d501b29,8e00286
fb9b9f0,d5030d3,8dfe206
fb9e100,d50467e,8dfc185
fba0810,d505c28,8dfa104
fba2f20,d5071d2,8df8082
fba5630,d50877b,8df6001
fba7d40,d509d24,8df3f7f
fbaa450,d50b2cd,8df1efd
fbacb60,d50c876,8defe7b
fbaf270,d50de1e,8deddf9
fbb1980,d50f3c6,8debd76
fbb4090,d51096e,8de9cf3
fbb67a0,d511f15,8de7c71
fbb8eb0,d5134bc,8de5bed
fbbb5c0,d514a63,8de3b6a
fbbdcd0,d516009,8de1ae6
fbc03e0,d5175af,8ddfa63
fbc2af0,d518b55,8ddd9df
fbc5200,d51a0fb,8ddb95a
fbc7910,d51b6a0,8dd98d6
fbca020,d51cc45,8dd7851
fbcc730,d51e1e9,8dd57cd
fbcee40,d51f78d,8dd3748
fbd1550,d520d31,8dd16c2
fbd3c60,d5222d5,8dcf63d
fbd6370,d523878,8dcd5b7
fbd8a80,d524e1b,8dcb532
fbdb190,d5263be,8dc94ac
fbdd8a0,d527960,8dc7425
fbdffb0,d528f02,8dc539f
fbe26c0,d52a4a4,8dc3318
fbe4dd0,d52ba45,8dc1291
fbe74e0,d52cfe7,8dbf20a
fbe9bf0,d52e587,8dbd183
fbec300,d52fb28,8dbb0fb
fbeea10,d5310c8,8db9074
fbf1120,d532668,8db6fec
fbf3830,d533c08,8db4f64
fbf5f40,d5351a7,8db2edb
fbf8650,d536746,8db0e53
fbfad60,d537ce4,8daedca
fbfd470,d539283,8dacd41
fbffb80,d53a821,8daacb8
fc02290,d53bdbf,8da8c2f
fc049a0,d53d35c,8da6ba5
fc070b0,d53e8f9,8da4b1b
fc097c0,d53fe96,8da2a92
fc0bed0,d541432,8da0a07
fc0e5e0,d5429cf,8d9e97d
fc10cf0,d543f6a,8d9c8f2
fc13400,d545506,8d9a868
fc15b10,d546aa1,8d987dd
fc18220,d54803c,8d96751
fc1a930,d5495d7,8d946c6
fc1d040,d54ab71,8d9263a
fc1f750,d54c10b,8d905af
fc21e60,d54d6a5,8d8e523
fc24570,d54ec3e,8d8c496
fc26c80,d5501d7,8d8a40a
fc29390,d551770,8d8837d
fc2baa0,d552d08,8d862f0
fc2e1b0,d5542a0,8d84263
fc308c0,d555838,8d821d6
fc32fd0,d556dd0,8d80149
fc356e0,d558367,8d7e0bb
fc37df0,d5598fe,8d7c02d
fc3a500,d55ae94,8d79f9f
fc3cc10,d55c42b,8d77f11
fc3f320,d55d9c1,8d75e82
fc41a30,d55ef56,8d73df4
fc44140,d5604ec,8d71d65
fc46850,d561a81,8d6fcd6
fc48f60,d563015,8d6dc46
fc4b670,d5645aa,8d6bbb7
fc4dd80,d565b3e,8d69b27
fc50490,d5670d2,8d67a97
fc52ba0,d568665,8d65a07
fc552b0,d569bf8,8d63977
fc579c0,d56b18b,8d618e6
fc5a0d0,d56c71e,8d5f855
fc5c7e0,d56dcb0,8d5d7c4
fc5eef0,d56f242,8d5b733
fc61600,d5707d3,8d596a2
fc63d10,d571d65,8d57610
fc66420,d5732f6,8d5557e
fc68b30,d574886,8d534ec
fc6b240,d575e17,8d5145a
fc6d950,d5773a7,8d4f3c8
fc70060,d578937,8d4d335
fc72770,d579ec6,8d4b2a2
fc74e80,d57b455,8d4920f
fc77590,d57c9e4,8d4717c
fc79ca0,d57df73,8d450e9
fc7c3b0,d57f501,8d43055
fc7eac0,d580a8f,8d40fc1
fc811d0,d58201c,8d3ef2d
fc838e0,d5835a9,8d3ce99
fc85ff0,d584b36,8d3ae04
fc88700,d5860c3,8d38d70
fc8ae10,d58764f,8d36cdb
fc8d520,d588bdb,8d34c46
fc8fc30,d58a167,8d32bb1
fc92340,d58b6f2,8d30b1b
fc94a50,d58cc7e,8d2ea85
fc97160,d58e208,8d2c9ef
fc99870,d58f793,8d2a959
fc9bf80,d590d1d,8d288c3
fc9e690,d5922a7,8d2682d
fca0da0,d593830,8d24796
fca34b0,d594dba,8d226ff
fca5bc0,d596342,8d20668
fca82d0,d5978cb,8d1e5d0
fcaa9e0,d598e53,8d1c539
fcad0f0,d59a3db,8d1a4a1
fcaf800,d59b963,8d18409
fcb1f10,d59ceea,8d16371
fcb4620,d59e471,8d142d9
fcb6d30,d59f9f8,8d12240
fcb9440,d5a0f7f,8d101a7
fcbbb50,d5a2505,8d0e10e
fcbe260,d5a3a8a,8d0c075
fcc0970,d5a5010,8d09fdc
fcc3080,d5a6595,8d07f42
fcc5790,d5a7b1a,8d05ea8
fcc7ea0,d5a909f,8d03e0e
fcca5b0,d5aa623,8d01d74
fccccc0,d5abba7,8cffcda
fccf3d0,d5ad12a,8cfdc3f
fcd1ae0,d5ae6ae,8cfbba4
fcd41f0,d5afc31,8cf9b09
fcd6900,d5b11b3,8cf7a6e
fcd9010,d5b2736,8cf59d3
fcdb720,d5b3cb8,8cf3937
fcdde30,d5b523a,8cf189b
fce0540,d5b67bb,8cef7ff
fce2c50,d5b7d3c,8ced763
fce5360,d5b92bd,8ceb6c6
fce7a70,d5ba83e,8ce962a
fcea180,d5bbdbe,8ce758d
fcec890,d5bd33e,8ce54f0
fceefa0,d5be8bd,8ce3452
fcf16b0,d5bfe3d,8ce13b5
fcf3dc0,d5c13bc,8cdf317
fcf64d0,d5c293a,8cdd279
fcf8be0,d5c3eb8,8cdb1db
fcfb2f0,d5c5437,8cd913d
fcfda00,d5c69b4,8cd709e
fd00110,d5c7f32,8cd5000
fd02820,d5c94af,8cd2f61
fd04f30,d5caa2c,8cd0ec2
fd07640,d5cbfa8,8ccee22
fd09d50,d5cd524,8cccd83
fd0c460,d5ceaa0,8ccace3
fd0eb70,d5d001c,8cc8c43
fd11280,d5d1597,8cc6ba3
fd13990,d5d2b12,8cc4b03
fd160a0,d5d408c,8cc2a62
fd187b0,d5d5607,8cc09c1
fd1aec0,d5d6b81,8cbe920
fd1d5d0,d5d80fa,8cbc87f
fd1fce0,d5d9674,8cba7de
fd223f0,d5dabed,8cb873c
fd24b00,d5dc165,8cb669a
fd27210,d5dd6de,8cb45f8
fd29920,d5dec56,8cb2556
fd2c030,d5e01ce,8cb04b4
fd2e740,d5e1745,8cae411
fd30e50,d5e2cbc,8cac36e
fd33560,d5e4233,8caa2cb
fd35c70,d5e57aa,8ca8228
fd38380,d5e6d20,8ca6185
fd3aa90,d5e8296,8ca40e1
fd3d1a0,d5e980c,8ca203d
fd3f8b0,d5ead81,8c9ff99
fd41fc0,d5ec2f6,8c9def5
fd446d0,d5ed86b,8c9be50
fd46de0,d5eeddf,8c99dac
fd494f0,d5f0353,8c97d07
fd4bc00,d5f18c7,8c95c62
fd4e310,d5f2e3a,8c93bbd
fd50a20,d5f43ae,8c91b17
fd53130,d5f5920,8c8fa71
fd55840,d5f6e93,8c8d9cb
fd57f50,d5f8405,8c8b925
fd5a660,d5f9977,8c8987f
fd5cd70,d5faee9,8c877d9
fd5f480,d5fc45a,8c85732
fd61b90,d5fd9cb,8c8368b
fd642a0,d5fef3b,8c815e4
fd669b0,d6004ac,8c7f53d
fd690c0,d601a1c,8c7d495
fd6b7d0,d602f8b,8c7b3ed
fd6dee0,d6044fb,8c79345
fd705f0,d605a6a,8c7729d
fd72d00,d606fd9,8c751f5
fd75410,d608547,8c7314c
fd77b20,d609ab5,8c710a4
fd7a230,d60b023,8c6effb
fd7c940,d60c591,8c6cf52
fd7f050,d60dafe,8c6aea8
fd81760,d60f06b,8c68dff
fd83e70,d6105d7,8c66d55
fd86580,d611b44,8c64cab
fd88c90,d6130b0,8c62c01
fd8b3a0,d61461b,8c60b56
fd8dab0,d615b87,8c5eaac
fd901c0,d6170f2,8c5ca01
fd928d0,d61865c,8c5a956
fd94fe0,d619bc7,8c588ab
fd976f0,d61b131,8c567ff
fd99e00,d61c69b,8c54754
fd9c510,d61dc04,8c526a8
fd9ec20,d61f16d,8c505fc
fda1330,d6206d6,8c4e550
fda3a40,d621c3f,8c4c4a3
fda6150,d6231a7,8c4a3f7
fda8860,d62470f,8c4834a
fdaaf70,d625c77,8c4629d
fdad680,d6271de,8c441ef
fdafd90,d628745,8c42142
fdb24a0,d629cac,8c40094
fdb4bb0,d62b212,8c3dfe7
fdb72c0,d62c778,8c3bf38
fdb99d0,d62dcde,8c39e8a
fdbc0e0,d62f243,8c37ddc
fdbe7f0,d6307a8,8c35d2d
fdc0f00,d631d0d,8c33c7e
fdc3610,d633272,8c31bcf
fdc5d20,d6347d6,8c2fb20
fdc8430,d635d3a,8c2da70
fdcab40,d63729d,8c2b9c1
fdcd250,d638800,8c29911
fdcf960,d639d63,8c27861
fdd2070,d63b2c6,8c257b0
fdd4780,d63c828,8c23700
fdd6e90,d63dd8a,8c2164f
fdd95a0,d63f2ec,8c1f59e
fddbcb0,d64084d,8c1d4ed
fdde3c0,d641dae,8c1b43c
fde0ad0,d64330f,8c1938a
fde31e0,d644870,8c172d9
fde58f0,d645dd0,8c15227
fde8000,d647330,8c13174
fdea710,d64888f,8c110c2
fdece20,d649dee,8c0f010
fdef530,d64b34d,8c0cf5d
fdf1c40,d64c8ac,8c0aeaa
fdf4350,d64de0a,8c08df7
fdf6a60,d64f368,8c06d43
fdf9170,d6508c6,8c04c90
fdfb880,d651e23,8c02bdc
fdfdf90,d653380,8c00b28
fe006a0,d6548dd,8bfea74
fe02db0,d655e39,8bfc9c0
fe054c0,d657395,8bfa90b
fe07bd0,d6588f1,8bf8856
fe0a2e0,d659e4c,8bf67a1
fe0c9f0,d65b3a7,8bf46ec
fe0f100,d65c902,8bf2637
fe11810,d65de5d,8bf0581
fe13f20,d65f3b7,8bee4cb
fe16630,d660911,8bec415
fe18d40,d661e6b,8bea35f
fe1b450,d6633c4,8be82a9
fe1db60,d66491d,8be61f2
fe20270,d665e75,8be413b
fe22980,d6673ce,8be2084
fe25090,d668926,8bdffcd
fe277a0,d669e7d,8bddf15
fe29eb0,d66b3d5,8bdbe5e
fe2c5c0,d66c92c,8bd9da6
fe2ecd0,d66de83,8bd7cee
fe313e0,d66f3d9,8bd5c36
fe33af0,d67092f,8bd3b7d
fe36200,d671e85,8bd1ac5
fe38910,d6733db,8bcfa0c
fe3b020,d674930,8bcd953
fe3d730,d675e85,8bcb899
fe3fe40,d6773d9,8bc97e0
fe42550,d67892e,8bc7726
fe44c60,d679e82,8bc566c
fe47370,d67b3d5,8bc35b2
fe49a80,d67c929,8bc14f8
fe4c190,d67de7c,8bbf43d
fe4e8a0,d67f3ce,8bbd383
fe50fb0,d680921,8bbb2c8
fe536c0,d681e73,8bb920d
fe55dd0,d6833c5,8bb7152
fe584e0,d684916,8bb5096
fe5abf0,d685e67,8bb2fda
fe5d300,d6873b8,8bb0f1e
fe5fa10,d688909,8baee62
fe62120,d689e59,8bacda6
fe64830,d68b3a9,8baace9
fe66f40,d68c8f8,8ba8c2d
fe69650,d68de48,8ba6b70
fe6bd60,d68f397,8ba4ab3
fe6e470,d6908e5,8ba29f5
fe70b80,d691e34,8ba0938
fe73290,d693382,8b9e87a
fe759a0,d6948cf,8b9c7bc
fe780b0,d695e1d,8b9a6fe
fe7a7c0,d69736a,8b98640
fe7ced0,d6988b7,8b96581
fe7f5e0,d699e03,8b944c2
fe81cf0,d69b34f,8b92403
fe84400,d69c89b,8b90344
fe86b10,d69dde7,8b8e285
fe89220,d69f332,8b8c1c5
fe8b930,d6a087d,8b8a106
fe8e040,d6a1dc7,8b88046
fe90750,d6a3312,8b85f85
fe92e60,d6a485c,8b83ec5
fe95570,d6a5da5,8b81e04
fe97c80,d6a72ef,8b7fd44
fe9a390,d6a8838,8b7dc83
fe9caa0,d6a9d80,8b7bbc1
fe9f1b0,d6ab2c9,8b79b00
fea18c0,d6ac811,8b77a3e
fea3fd0,d6add59,8b7597d
fea66e0,d6af2a0,8b738bb
fea8df0,d6b07e7,8b717f8
feab500,d6b1d2e,8b6f736
feadc10,d6b3275,8b6d673
feb0320,d6b47bb,8b6b5b1
feb2a30,d6b5d01,8b694ee
feb5140,d6b7246,8b6742a
feb7850,d6b878c,8b65367
feb9f60,d6b9cd1,8b632a3
febc670,d6bb215,8b611e0
febed80,d6bc75a,8b5f11b
fec1490,d6bdc9e,8b5d057
fec3ba0,d6bf1e2,8b5af93
fec62b0,d6c0725,8b58ece
fec89c0,d6c1c68,8b56e09
fecb0d0,d6c31ab,8b54d44
fecd7e0,d6c46ed,8b52c7f
fecfef0,d6c5c2f,8b50bba
fed2600,d6c7171,8b4eaf4
fed4d10,d6c86b3,8b4ca2e
fed7420,d6c9bf4,8b4a968
fed9b30,d6cb135,8b488a2
fedc240,d6cc676,8b467db
fede950,d6cdbb6,8b44715
fee1060,d6cf0f6,8b4264e
fee3770,d6d0636,8b40587
fee5e80,d6d1b75,8b3e4bf
fee8590,d6d30b4,8b3c3f8
feeaca0,d6d45f3,8b3a330
feed3b0,d6d5b31,8b38268
feefac0,d6d706f,8b361a0
fef21d0,d6d85ad,8b340d8
fef48e0,d6d9aea,8b32010
fef6ff0,d6db028,8b2ff47
fef9700,d6dc564,8b2de7e
fefbe10,d6ddaa1,8b2bdb5
fefe520,d6defdd,8b29cec
ff00c30,d6e0519,8b27c22
ff03340,d6e1a55,8b25b58
ff05a50,d6e2f90,8b23a8e
ff08160,d6e44cb,8b219c4
ff0a870,d6e5a06,8b1f8fa
ff0cf80,d6e6f40,8b1d830
ff0f690,d6e847a,8b1b765
ff11da0,d6e99b4,8b1969a
ff144b0,d6eaeed,8b175cf
ff16bc0,d6ec426,8b15503
ff192d0,d6ed95f,8b13438
ff1b9e0,d6eee97,8b1136c
ff1e0f0,d6f03d0,8b0f2a0
ff20800,d6f1907,8b0d1d4
ff22f10,d6f2e3f,8b0b108
ff25620,d6f4376,8b0903b
ff27d30,d6f58ad,8b06f6e
ff2a440,d6f6de4,8b04ea2
ff2cb50,d6f831a,8b02dd4
ff2f260,d6f9850,8b00d07
ff31970,d6fad86,8afec3a
ff34080,d6fc2bb,8afcb6c
ff36790,d6fd7f0,8afaa9e
ff38ea0,d6fed25,8af89d0
ff3b5b0,d700259,8af6901
ff3dcc0,d70178d,8af4833
ff403d0,d702cc1,8af2764
ff42ae0,d7041f4,8af0695
ff451f0,d705728,8aee5c6
ff47900,d706c5a,8aec4f6
ff4a010,d70818d,8aea427
ff4c720,d7096bf,8ae8357
ff4ee30,d70abf1,8ae6287
ff51540,d70c123,8ae41b7
ff53c50,d70d654,8ae20e7
ff56360,d70eb85,8ae0016
ff58a70,d7100b6,8addf45
ff5b180,d7115e6,8adbe74
ff5d890,d712b16,8ad9da3
ff5ffa0,d714046,8ad7cd2
ff626b0,d715575,8ad5c00
ff64dc0,d716aa4,8ad3b2e
ff674d0,d717fd3,8ad1a5c
ff69be0,d719501,8acf98a
ff6c2f0,d71aa2f,8acd8b8
ff6ea00,d71bf5d,8acb7e5
ff71110,d71d48b,8ac9712
ff73820,d71e9b8,8ac763f
ff75f30,d71fee5,8ac556c
ff78640,d721411,8ac3499
ff7ad50,d72293e,8ac13c5
ff7d460,d723e6a,8abf2f1
ff7fb70,d725395,8abd21d
ff82280,d7268c1,8abb149
ff84990,d727dec,8ab9075
ff870a0,d729316,8ab6fa0
ff897b0,d72a841,8ab4ecb
ff8bec0,d72bd6b,8ab2df6
ff8e5d0,d72d295,8ab0d21
ff90ce0,d72e7be,8aaec4b
ff933f0,d72fce7,8aacb76
ff95b00,d731210,8aaaaa0
ff98210,d732739,8aa89ca
ff9a920,d733c61,8aa68f4
ff9d030,d735189,8aa481d
ff9f740,d7366b0,8aa2747
ffa1e50,d737bd7,8aa0670
ffa4560,d7390fe,8a9e599
ffa6c70,d73a625,8a9c4c1
ffa9380,d73bb4b,8a9a3ea
ffaba90,d73d071,8a98312
ffae1a0,d73e597,8a9623b
ffb08b0,d73fabc,8a94162
ffb2fc0,d740fe1,8a9208a
ffb56d0,d742506,8a8ffb2
ffb7de0,d743a2b,8a8ded9
ffba4f0,d744f4f,8a8be00
ffbcc00,d746473,8a89d27
ffbf310,d747996,8a87c4e
ffc1a20,d748eb9,8a85b74
ffc4130,d74a3dc,8a83a9b
ffc6840,d74b8ff,8a819c1
ffc8f50,d74ce21,8a7f8e7
ffcb660,d74e343,8a7d80d
ffcdd70,d74f865,8a7b732
ffd0480,d750d86,8a79657
ffd2b90,d7522a7,8a7757d
ffd52a0,d7537c7,8a754a1
ffd79b0,d754ce8,8a733c6
ffda0c0,d756208,8a712eb
ffdc7d0,d757728,8a6f20f
ffdeee0,d758c47,8a6d133
ffe15f0,d75a166,8a6b057
ffe3d00,d75b685,8a68f7b
ffe6410,d75cba3,8a66e9e
ffe8b20,d75e0c2,8a64dc2
ffeb230,d75f5df,8a62ce5
ffed940,d760afd,8a60c08
fff0050,d76201a,8a5eb2a
fff2760,d763537,8a5ca4d
fff4e70,d764a54,8a5a96f
fff7580,d765f70,8a58891
fff9c90,d76748c,8a567b3
fffc3a0,d7689a8,8a546d5
fffeab0,d769ec3,8a525f6
100011c0,d76b3de,8a50518
100038d0,d76c8f9,8a4e439
10005fe0,d76de13,8a4c35a
100086f0,d76f32d,8a4a27a
1000ae00,d770847,8a4819b
1000d510,d771d61,8a460bb
1000fc20,d77327a,8a43fdb
10012330,d774793,8a41efb
10014a40,d775cab,8a3fe1b
10017150,d7771c3,8a3dd3a
10019860,d7786db,8a3bc5a
1001bf70,d779bf3,8a39b79
1001e680,d77b10a,8a37a98
10020d90,d77c621,8a359b6
100234a0,d77db38,8a338d5
10025bb0,d77f04e,8a317f3
100282c0,d780564,8a2f711
1002a9d0,d781a7a,8a2d62f
1002d0e0,d782f8f,8a2b54d
1002f7f0,d7844a4,8a2946a
10031f00,d7859b9,8a27387
10034610,d786ecd,8a252a4
10036d20,d7883e2,8a231c1
10039430,d7898f5,8a210de
1003bb40,d78ae09,8a1effb
1003e250,d78c31c,8a1cf17
10040960,d78d82f,8a1ae33
10043070,d78ed42,8a18d4f
10045780,d790254,8a16c6a
10047e90,d791766,8a14b86
1004a5a0,d792c77,8a12aa1
1004ccb0,d794189,8a109bc
1004f3c0,d79569a,8a0e8d7
10051ad0,d796baa,8a0c7f2
100541e0,d7980bb,8a0a70c
100568f0,d7995cb,8a08626
10059000,d79aadb,8a06541
1005b710,d79bfea,8a0445a
1005de20,d79d4f9,8a02374
10060530,d79ea08,8a0028d
10062c40,d79ff16,89fe1a7
10065350,d7a1425,89fc0c0
10067a60,d7a2933,89f9fd9
1006a170,d7a3e40,89f7ef1
1006c880,d7a534d,89f5e0a
1006ef90,d7a685a,89f3d22
100716a0,d7a7d67,89f1c3a
10073db0,d7a9273,89efb52
100764c0,d7aa77f,89eda6a
10078bd0,d7abc8b,89eb981
1007b2e0,d7ad196,89e9898
1007d9f0,d7ae6a1,89e77af
10080100,d7afbac,89e56c6
10082810,d7b10b6,89e35dd
10084f20,d7b25c0,89e14f3
10087630,d7b3aca,89df40a
10089d40,d7b4fd4,89dd320
1008c450,d7b64dd,89db235
1008eb60,d7b79e6,89d914b
10091270,d7b8eee,89d7060
10093980,d7ba3f6,89d4f76
10096090,d7bb8fe,89d2e8b
100987a0,d7bce06,89d0da0
1009aeb0,d7be30d,89cecb4
1009d5c0,d7bf814,89ccbc9
1009fcd0,d7c0d1b,89caadd
100a23e0,d7c2221,89c89f1
100a4af0,d7c3727,89c6905
100a7200,d7c4c2d,89c4818
100a9910,d7c6132,89c272c
100ac020,d7c7637,89c063f
100ae730,d7c8b3c,89be552
100b0e40,d7ca041,89bc465
100b3550,d7cb545,89ba378
100b5c60,d7cca48,89b828a
100b8370,d7cdf4c,89b619c
100baa80,d7cf44f,89b40ae
100bd190,d7d0952,89b1fc0
