angle,sin,cos
100bf8a0,d7d1e55,89afed2
100c1fb0,d7d3357,89adde3
100c46c0,d7d4859,89abcf5
100c6dd0,d7d5d5a,89a9c06
100c94e0,d7d725c,89a7b16
100cbbf0,d7d875d,89a5a27
100ce300,d7d9c5d,89a3937
100d0a10,d7db15e,89a1848
100d3120,d7dc65e,899f758
100d5830,d7ddb5e,899d668
100d7f40,d7df05d,899b577
100da650,d7e055c,8999487
100dcd60,d7e1a5b,8997396
100df470,d7e2f59,89952a5
100e1b80,d7e4458,89931b4
100e4290,d7e5955,89910c2
100e69a0,d7e6e53,898efd1
100e90b0,d7e8350,898cedf
100eb7c0,d7e984d,898aded
100eded0,d7ead4a,8988cfb
100f05e0,d7ec246,8986c08
100f2cf0,d7ed742,8984b16
100f5400,d7eec3e,8982a23
100f7b10,d7f0139,8980930
100fa220,d7f1634,897e83d
100fc930,d7f2b2f,897c74a
100ff040,d7f4029,897a656
10101750,d7f5523,8978562
10103e60,d7f6a1d,897646e
10106570,d7f7f16,897437a
10108c80,d7f940f,8972286
1010b390,d7fa908,8970191
1010daa0,d7fbe01,896e09c
101101b0,d7fd2f9,896bfa7
101128c0,d7fe7f1,8969eb2
10114fd0,d7ffce8,8967dbd
101176e0,d8011e0,8965cc7
10119df0,d8026d7,8963bd2
1011c500,d803bcd,8961adc
1011ec10,d8050c4,895f9e5
10121320,d8065ba,895d8ef
10123a30,d807aaf,895b7f9
10126140,d808fa5,8959702
10128850,d80a49a,895760b
1012af60,d80b98e,8955514
1012d670,d80ce83,895341c
1012fd80,d80e377,8951325
10132490,d80f86b,894f22d
10134ba0,d810d5e,894d135
101372b0,d812251,894b03d
101399c0,d813744,8948f44
1013c0d0,d814c37,8946e4c
1013e7e0,d816129,8944d53
10140ef0,d81761b,8942c5a
10143600,d818b0c,8940b61
10145d10,d819ffe,893ea68
10148420,d81b4ef,893c96e
1014ab30,d81c9df,893a874
1014d240,d81ded0,893877a
1014f950,d81f3c0,8936680
10152060,d8208af,8934586
10154770,d821d9f,893248b
10156e80,d82328e,8930390
10159590,d82477d,892e295
1015bca0,d825c6b,892c19a
1015e3b0,d827159,892a09f
10160ac0,d828647,8927fa3
101631d0,d829b35,8925ea8
101658e0,d82b022,8923dac
10167ff0,d82c50f,8921caf
1016a700,d82d9fb,891fbb3
1016ce10,d82eee7,891dab7
1016f520,d8303d3,891b9ba
10171c30,d8318bf,89198bd
10174340,d832daa,89177c0
10176a50,d834295,89156c2
10179160,d835780,89135c5
1017b870,d836c6a,89114c7
1017df80,d838154,890f3c9
10180690,d83963e,890d2cb
10182da0,d83ab28,890b1cc
101854b0,d83c011,89090ce
10187bc0,d83d4f9,8906fcf
1018a2d0,d83e9e2,8904ed0
1018c9e0,d83feca,8902dd1
1018f0f0,d8413b2,8900cd2
10191800,d842899,88febd2
10193f10,d843d81,88fcad2
10196620,d845268,88fa9d2
10198d30,d84674e,88f88d2
1019b440,d847c34,88f67d2
1019db50,d84911a,88f46d1
101a0260,d84a600,88f25d1
101a2970,d84bae5,88f04d0
101a5080,d84cfca,88ee3cf
101a7790,d84e4af,88ec2cd
101a9ea0,d84f993,88ea1cc
101ac5b0,d850e77,88e80ca
101aecc0,d85235b,88e5fc8
101b13d0,d85383f,88e3ec6
101b3ae0,d854d22,88e1dc3
101b61f0,d856205,88dfcc1
101b8900,d8576e7,88ddbbe
101bb010,d858bc9,88dbabb
101bd720,d85a0ab,88d99b8
101bfe30,d85b58d,88d78b5
101c2540,d85ca6e,88d57b1
101c4c50,d85df4f,88d36ad
101c7360,d85f42f,88d15aa
101c9a70,d860910,88cf4a5
101cc180,d861df0,88cd3a1
101ce890,d8632cf,88cb29d
101d0fa0,d8647af,88c9198
101d36b0,d865c8e,88c7093
101d5dc0,d86716c,88c4f8e
101d84d0,d86864b,88c2e88
101dabe0,d869b29,88c0d83
101dd2f0,d86b007,88bec7d
101dfa00,d86c4e4,88bcb77
101e2110,d86d9c1,88baa71
101e4820,d86ee9e,88b896b
101e6f30,d87037b,88b6864
101e9640,d871857,88b475e
101ebd50,d872d33,88b2657
101ee460,d87420e,88b0550
101f0b70,d8756e9,88ae448
101f3280,d876bc4,88ac341
101f5990,d87809f,88aa239
101f80a0,d879579,88a8131
101fa7b0,d87aa53,88a6029
101fcec0,d87bf2d,88a3f21
101ff5d0,d87d406,88a1e18
10201ce0,d87e8df,889fd0f
102043f0,d87fdb8,889dc06
10206b00,d881291,889bafd
10209210,d882769,88999f4
1020b920,d883c40,88978eb
1020e030,d885118,88957e1
10210740,d8865ef,88936d7
10212e50,d887ac6,88915cd
10215560,d888f9c,888f4c3
10217c70,d88a473,888d3b8
1021a380,d88b948,888b2ad
1021ca90,d88ce1e,88891a2
1021f1a0,d88e2f3,8887097
102218b0,d88f7c8,8884f8c
10223fc0,d890c9d,8882e81
102266d0,d892171,8880d75
10228de0,d893645,887ec69
1022b4f0,d894b19,887cb5d
1022dc00,d895fec,887aa51
10230310,d8974bf,8878944
10232a20,d898992,8876837
10235130,d899e64,887472b
10237840,d89b337,887261d
10239f50,d89c808,8870510
1023c660,d89dcda,886e403
1023ed70,d89f1ab,886c2f5
10241480,d8a067c,886a1e7
10243b90,d8a1b4c,88680d9
102462a0,d8a301d,8865fcb
102489b0,d8a44ed,8863ebc
1024b0c0,d8a59bc,8861dae
1024d7d0,d8a6e8b,885fc9f
1024fee0,d8a835a,885db90
102525f0,d8a9829,885ba80
10254d00,d8aacf7,8859971
10257410,d8ac1c5,8857861
10259b20,d8ad693,8855751
1025c230,d8aeb60,8853641
1025e940,d8b002e,8851531
10261050,d8b14fa,884f421
10263760,d8b29c7,884d310
10265e70,d8b3e93,884b1ff
10268580,d8b535f,88490ee
1026ac90,d8b682a,8846fdd
1026d3a0,d8b7cf5,8844ecb
1026fab0,d8b91c0,8842dba
102721c0,d8ba68b,8840ca8
102748d0,d8bbb55,883eb96
10276fe0,d8bd01f,883ca84
102796f0,d8be4e8,883a971
1027be00,d8bf9b2,883885f
1027e510,d8c0e7b,883674c
10280c20,d8c2343,8834639
10283330,d8c380c,8832525
10285a40,d8c4cd4,8830412
10288150,d8c619b,882e2fe
1028a860,d8c7663,882c1eb
1028cf70,d8c8b2a,882a0d7
1028f680,d8c9ff1,8827fc2
10291d90,d8cb4b7,8825eae
102944a0,d8cc97d,8823d99
10296bb0,d8cde43,8821c84
102992c0,d8cf309,881fb6f
1029b9d0,d8d07ce,881da5a
1029e0e0,d8d1c93,881b945
102a07f0,d8d3157,881982f
102a2f00,d8d461b,8817719
102a5610,d8d5adf,8815603
102a7d20,d8d6fa3,88134ed
102aa430,d8d8466,88113d7
102acb40,d8d9929,880f2c0
102af250,d8dadec,880d1a9
102b1960,d8dc2ae,880b092
102b4070,d8dd770,8808f7b
102b6780,d8dec32,8806e64
102b8e90,d8e00f3,8804d4c
102bb5a0,d8e15b4,8802c34
102bdcb0,d8e2a75,8800b1c
102c03c0,d8e3f36,87fea04
102c2ad0,d8e53f6,87fc8ec
102c51e0,d8e68b5,87fa7d3
102c78f0,d8e7d75,87f86bb
102ca000,d8e9234,87f65a2
102cc710,d8ea6f3,87f4488
102cee20,d8ebbb2,87f236f
102d1530,d8ed070,87f0255
102d3c40,d8ee52e,87ee13c
102d6350,d8ef9eb,87ec022
102d8a60,d8f0ea9,87e9f08
102db170,d8f2366,87e7ded
102dd880,d8f3822,87e5cd3
102dff90,d8f4cdf,87e3bb8
102e26a0,d8f619b,87e1a9d
102e4db0,d8f7656,87df982
102e74c0,d8f8b12,87dd866
102e9bd0,d8f9fcd,87db74b
102ec2e0,d8fb488,87d962f
102ee9f0,d8fc942,87d7513
102f1100,d8fddfc,87d53f7
102f3810,d8ff2b6,87d32db
102f5f20,d900770,87d11be
102f8630,d901c29,87cf0a1
102fad40,d9030e2,87ccf85
102fd450,d90459a,87cae67
102ffb60,d905a52,87c8d4a
10302270,d906f0a,87c6c2d
10304980,d9083c2,87c4b0f
10307090,d909879,87c29f1
103097a0,d90ad30,87c08d3
1030beb0,d90c1e7,87be7b5
1030e5c0,d90d69d,87bc696
10310cd0,d90eb53,87ba577
103133e0,d910009,87b8458
10315af0,d9114be,87b6339
10318200,d912973,87b421a
1031a910,d913e28,87b20fa
1031d020,d9152dd,87affdb
1031f730,d916791,87adebb
10321e40,d917c45,87abd9b
10324550,d9190f8,87a9c7b
10326c60,d91a5ab,87a7b5a
10329370,d91ba5e,87a5a39
1032ba80,d91cf11,87a3918
1032e190,d91e3c3,87a17f7
103308a0,d91f875,879f6d6
10332fb0,d920d26,879d5b5
103356c0,d9221d8,879b493
10337dd0,d923689,8799371
1033a4e0,d924b39,879724f
1033cbf0,d925fea,879512d
1033f300,d92749a,879300a
10341a10,d928949,8790ee8
10344120,d929df9,878edc5
10346830,d92b2a8,878cca2
10348f40,d92c757,878ab7f
1034b650,d92dc05,8788a5b
1034dd60,d92f0b3,8786937
10350470,d930561,8784814
10352b80,d931a0f,87826f0
10355290,d932ebc,87805cb
103579a0,d934369,877e4a7
1035a0b0,d935815,877c382
1035c7c0,d936cc1,877a25d
1035eed0,d93816d,8778138
103615e0,d939619,8776013
10363cf0,d93aac4,8773eee
10366400,d93bf6f,8771dc8
10368b10,d93d41a,876fca2
1036b220,d93e8c4,876db7c
1036d930,d93fd6e,876ba56
10370040,d941218,8769930
10372750,d9426c1,8767809
10374e60,d943b6a,87656e2
10377570,d945013,87635bb
10379c80,d9464bc,8761494
1037c390,d947964,875f36d
1037eaa0,d948e0c,875d245
103811b0,d94a2b3,875b11d
103838c0,d94b75a,8758ff5
10385fd0,d94cc01,8756ecd
103886e0,d94e0a8,8754da5
1038adf0,d94f54e,8752c7c
1038d500,d9509f4,8750b54
1038fc10,d951e99,874ea2b
10392320,d95333f,874c901
10394a30,d9547e4,874a7d8
10397140,d955c88,87486af
10399850,d95712d,8746585
1039bf60,d9585d1,874445b
1039e670,d959a74,8742331
103a0d80,d95af18,8740206
103a3490,d95c3bb,873e0dc
103a5ba0,d95d85d,873bfb1
103a82b0,d95ed00,8739e86
103aa9c0,d9601a2,8737d5b
103ad0d0,d961644,8735c30
103af7e0,d962ae5,8733b04
103b1ef0,d963f86,87319d8
103b4600,d965427,872f8ad
103b6d10,d9668c8,872d780
103b9420,d967d68,872b654
103bbb30,d969208,8729528
103be240,d96a6a8,87273fb
103c0950,d96bb47,87252ce
103c3060,d96cfe6,87231a1
103c5770,d96e484,8721074
103c7e80,d96f923,871ef46
103ca590,d970dc1,871ce18
103ccca0,d97225e,871aceb
103cf3b0,d9736fc,8718bbc
103d1ac0,d974b99,8716a8e
103d41d0,d976036,8714960
103d68e0,d9774d2,8712831
103d8ff0,d97896e,8710702
103db700,d979e0a,870e5d3
103dde10,d97b2a5,870c4a4
103e0520,d97c740,870a374
103e2c30,d97dbdb,8708245
103e5340,d97f076,8706115
103e7a50,d980510,8703fe5
103ea160,d9819aa,8701eb5
103ec870,d982e43,86ffd84
103eef80,d9842dd,86fdc54
103f1690,d985776,86fbb23
103f3da0,d986c0e,86f99f2
103f64b0,d9880a7,86f78c0
103f8bc0,d98953f,86f578f
103fb2d0,d98a9d6,86f365d
103fd9e0,d98be6e,86f152c
104000f0,d98d305,86ef3fa
10402800,d98e79b,86ed2c7
10404f10,d98fc32,86eb195
10407620,d9910c8,86e9062
10409d30,d99255e,86e6f30
1040c440,d9939f3,86e4dfd
1040eb50,d994e88,86e2cc9
10411260,d99631d,86e0b96
10413970,d9977b2,86dea62
10416080,d998c46,86dc92f
10418790,d99a0da,86da7fb
1041aea0,d99b56d,86d86c7
1041d5b0,d99ca00,86d6592
1041fcc0,d99de93,86d445e
104223d0,d99f326,86d2329
10424ae0,d9a07b8,86d01f4
104271f0,d9a1c4a,86ce0bf
10429900,d9a30dc,86cbf89
1042c010,d9a456d,86c9e54
1042e720,d9a59fe,86c7d1e
10430e30,d9a6e8f,86c5be8
10433540,d9a831f,86c3ab2
10435c50,d9a97af,86c197c
10438360,d9aac3f,86bf845
1043aa70,d9ac0cf,86bd70f
1043d180,d9ad55e,86bb5d8
1043f890,d9ae9ed,86b94a1
10441fa0,d9afe7b,86b7369
104446b0,d9b1309,86b5232
10446dc0,d9b2797,86b30fa
104494d0,d9b3c25,86b0fc2
1044bbe0,d9b50b2,86aee8a
1044e2f0,d9b653f,86acd52
10450a00,d9b79cb,86aac19
10453110,d9b8e58,86a8ae1
10455820,d9ba2e4,86a69a8
10457f30,d9bb76f,86a486f
1045a640,d9bcbfb,86a2735
1045cd50,d9be086,86a05fc
1045f460,d9bf510,869e4c2
10461b70,d9c099b,869c388
10464280,d9c1e25,869a24e
10466990,d9c32ae,8698114
104690a0,d9c4738,8695fda
1046b7b0,d9c5bc1,8693e9f
1046dec0,d9c704a,8691d64
104705d0,d9c84d2,868fc29
10472ce0,d9c995a,868daee
104753f0,d9cade2,868b9b3
10477b00,d9cc26a,8689877
1047a210,d9cd6f1,868773b
1047c920,d9ceb78,86855ff
1047f030,d9cfffe,86834c3
10481740,d9d1485,8681387
10483e50,d9d290b,867f24a
10486560,d9d3d90,867d10d
10488c70,d9d5215,867afd0
1048b380,d9d669a,8678e93
1048da90,d9d7b1f,8676d56
104901a0,d9d8fa3,8674c18
104928b0,d9da427,8672ada
10494fc0,d9db8ab,867099c
104976d0,d9dcd2f,866e85e
10499de0,d9de1b2,866c720
1049c4f0,d9df634,866a5e1
1049ec00,d9e0ab7,86684a2
104a1310,d9e1f39,8666364
104a3a20,d9e33bb,8664224
104a6130,d9e483c,86620e5
104a8840,d9e5cbd,865ffa6
104aaf50,d9e713e,865de66
104ad660,d9e85bf,865bd26
104afd70,d9e9a3f,8659be6
104b2480,d9eaebf,8657aa5
104b4b90,d9ec33f,8655965
104b72a0,d9ed7be,8653824
104b99b0,d9eec3d,86516e3
104bc0c0,d9f00bb,864f5a2
104be7d0,d9f153a,864d461
104c0ee0,d9f29b8,864b31f
104c35f0,d9f3e36,86491de
104c5d00,d9f52b3,864709c
104c8410,d9f6730,8644f5a
104cab20,d9f7bad,8642e18
104cd230,d9f9029,8640cd5
104cf940,d9fa4a5,863eb92
104d2050,d9fb921,863ca50
104d4760,d9fcd9c,863a90d
104d6e70,d9fe218,86387c9
104d9580,d9ff692,8636686
104dbc90,da00b0d,8634542
104de3a0,da01f87,86323fe
104e0ab0,da03401,86302ba
104e31c0,da0487b,862e176
104e58d0,da05cf4,862c032
104e7fe0,da0716d,8629eed
104ea6f0,da085e5,8627da8
104ece00,da09a5e,8625c63
104ef510,da0aed6,8623b1e
104f1c20,da0c34d,86219d9
104f4330,da0d7c5,861f893
104f6a40,da0ec3c,861d74d
104f9150,da100b2,861b607
104fb860,da11529,86194c1
104fdf70,da1299f,861737b
10500680,da13e15,8615234
10502d90,da1528a,86130ee
105054a0,da166ff,8610fa7
10507bb0,da17b74,860ee5f
1050a2c0,da18fe9,860cd18
1050c9d0,da1a45d,860abd1
1050f0e0,da1b8d1,8608a89
105117f0,da1cd44,8606941
10513f00,da1e1b7,86047f9
10516610,da1f62a,86026b1
10518d20,da20a9d,8600568
1051b430,da21f0f,85fe41f
1051db40,da23381,85fc2d6
10520250,da247f3,85fa18d
10522960,da25c64,85f8044
10525070,da270d5,85f5efb
10527780,da28546,85f3db1
10529e90,da299b6,85f1c67
1052c5a0,da2ae26,85efb1d
1052ecb0,da2c296,85ed9d3
105313c0,da2d705,85eb888
10533ad0,da2eb74,85e973e
105361e0,da2ffe3,85e75f3
105388f0,da31452,85e54a8
1053b000,da328c0,85e335c
1053d710,da33d2d,85e1211
1053fe20,da3519b,85df0c5
10542530,da36608,85dcf79
10544c40,da37a75,85dae2d
10547350,da38ee2,85d8ce1
10549a60,da3a34e,85d6b95
1054c170,da3b7ba,85d4a48
1054e880,da3cc25,85d28fb
10550f90,da3e091,85d07ae
105536a0,da3f4fc,85ce661
10555db0,da40966,85cc514
105584c0,da41dd1,85ca3c6
1055abd0,da4323b,85c8279
1055d2e0,da446a4,85c612b
1055f9f0,da45b0e,85c3fdc
10562100,da46f77,85c1e8e
10564810,da483df,85bfd3f
10566f20,da49848,85bdbf1
10569630,da4acb0,85bbaa2
1056bd40,da4c118,85b9953
1056e450,da4d57f,85b7803
10570b60,da4e9e6,85b56b4
10573270,da4fe4d,85b3564
10575980,da512b4,85b1414
10578090,da5271a,85af2c4
1057a7a0,da53b80,85ad174
1057ceb0,da54fe5,85ab023
1057f5c0,da5644b,85a8ed3
10581cd0,da578b0,85a6d82
105843e0,da58d14,85a4c31
10586af0,da5a179,85a2adf
10589200,da5b5dc,85a098e
1058b910,da5ca40,859e83c
1058e020,da5dea3,859c6ea
10590730,da5f307,859a598
10592e40,da60769,8598446
10595550,da61bcc,85962f4
10597c60,da6302e,85941a1
1059a370,da6448f,859204e
1059ca80,da658f1,858fefb
1059f190,da66d52,858dda8
105a18a0,da681b3,858bc54
105a3fb0,da69613,8589b01
105a66c0,da6aa73,85879ad
105a8dd0,da6bed3,8585859
105ab4e0,da6d333,8583705
105adbf0,da6e792,85815b1
105b0300,da6fbf1,857f45c
105b2a10,da7104f,857d307
105b5120,da724ae,857b1b2
105b7830,da7390c,857905d
105b9f40,da74d69,8576f08
105bc650,da761c7,8574db2
105bed60,da77624,8572c5c
105c1470,da78a80,8570b06
105c3b80,da79edd,856e9b0
105c6290,da7b339,856c85a
105c89a0,da7c794,856a703
105cb0b0,da7dbf0,85685ad
105cd7c0,da7f04b,8566456
105cfed0,da804a6,85642ff
105d25e0,da81900,85621a7
105d4cf0,da82d5a,8560050
105d7400,da841b4,855def8
105d9b10,da8560d,855bda0
105dc220,da86a67,8559c48
105de930,da87ebf,8557af0
105e1040,da89318,8555998
105e3750,da8a770,855383f
105e5e60,da8bbc8,85516e6
105e8570,da8d020,854f58d
105eac80,da8e477,854d434
105ed390,da8f8ce,854b2da
105efaa0,da90d24,8549181
105f21b0,da9217b,8547027
105f48c0,da935d1,8544ecd
105f6fd0,da94a26,8542d73
105f96e0,da95e7c,8540c18
105fbdf0,da972d1,853eabe
105fe500,da98726,853c963
10600c10,da99b7a,853a808
10603320,da9afce,85386ad
10605a30,da9c422,8536551
10608140,da9d875,85343f6
1060a850,da9ecc8,853229a
1060cf60,daa011b,853013e
1060f670,daa156e,852dfe2
10611d80,daa29c0,852be86
10614490,daa3e12,8529d29
10616ba0,daa5263,8527bcc
106192b0,daa66b4,8525a6f
1061b9c0,daa7b05,8523912
1061e0d0,daa8f56,85217b5
106207e0,daaa3a6,851f657
10622ef0,daab7f6,851d4fa
10625600,daacc46,851b39c
10627d10,daae095,851923e
1062a420,daaf4e4,85170e0
1062cb30,dab0933,8514f81
1062f240,dab1d81,8512e22
10631950,dab31cf,8510cc4
10634060,dab461d,850eb64
10636770,dab5a6a,850ca05
10638e80,dab6eb7,850a8a6
1063b590,dab8304,8508746
1063dca0,dab9751,85065e6
106403b0,dabab9d,8504486
10642ac0,dabbfe8,8502326
106451d0,dabd434,85001c6
106478e0,dabe87f,84fe065
10649ff0,dabfcca,84fbf04
1064c700,dac1114,84f9da3
1064ee10,dac255f,84f7c42
10651520,dac39a9,84f5ae1
10653c30,dac4df2,84f397f
10656340,dac623b,84f181d
10658a50,dac7684,84ef6bb
1065b160,dac8acd,84ed559
1065d870,dac9f15,84eb3f7
1065ff80,dacb35d,84e9294
10662690,dacc7a5,84e7132
10664da0,dacdbec,84e4fcf
106674b0,dacf033,84e2e6c
10669bc0,dad047a,84e0d08
1066c2d0,dad18c0,84deba5
1066e9e0,dad2d07,84dca41
106710f0,dad414c,84da8dd
10673800,dad5592,84d8779
10675f10,dad69d7,84d6615
10678620,dad7e1c,84d44b0
1067ad30,dad9260,84d234c
1067d440,dada6a4,84d01e7
1067fb50,dadbae8,84ce082
10682260,dadcf2c,84cbf1d
10684970,dade36f,84c9db7
10687080,dadf7b2,84c7c52
10689790,dae0bf4,84c5aec
1068bea0,dae2037,84c3986
1068e5b0,dae3479,84c1820
10690cc0,dae48ba,84bf6b9
106933d0,dae5cfb,84bd553
10695ae0,dae713c,84bb3ec
106981f0,dae857d,84b9285
1069a900,dae99bd,84b711e
1069d010,daeadfd,84b4fb6
1069f720,daec23d,84b2e4f
106a1e30,daed67d,84b0ce7
106a4540,daeeabc,84aeb7f
106a6c50,daefefa,84aca17
106a9360,daf1339,84aa8ae
106aba70,daf2777,84a8746
106ae180,daf3bb5,84a65dd
106b0890,daf4ff2,84a4474
106b2fa0,daf642f,84a230b
106b56b0,daf786c,84a01a2
106b7dc0,daf8ca9,849e038
106ba4d0,dafa0e5,849becf
106bcbe0,dafb521,8499d65
106bf2f0,dafc95c,8497bfb
106c1a00,dafdd98,8495a91
106c4110,daff1d3,8493926
106c6820,db0060d,84917bb
106c8f30,db01a47,848f651
106cb640,db02e81,848d4e6
106cdd50,db042bb,848b37a
106d0460,db056f4,848920f
106d2b70,db06b2d,84870a3
106d5280,db07f66,8484f38
106d7990,db0939e,8482dcc
106da0a0,db0a7d7,8480c5f
106dc7b0,db0bc0e,847eaf3
106deec0,db0d046,847c986
106e15d0,db0e47d,847a81a
106e3ce0,db0f8b4,84786ad
106e63f0,db10cea,847653f
106e8b00,db12120,84743d2
106eb210,db13556,8472265
106ed920,db1498c,84700f7
106f0030,db15dc1,846df89
106f2740,db171f6,846be1b
106f4e50,db1862a,8469cac
106f7560,db19a5e,8467b3e
106f9c70,db1ae92,84659cf
106fc380,db1c2c6,8463860
106fea90,db1d6f9,84616f1
107011a0,db1eb2c,845f582
107038b0,db1ff5f,845d413
10705fc0,db21391,845b2a3
107086d0,db227c3,8459133
1070ade0,db23bf5,8456fc3
1070d4f0,db25026,8454e53
1070fc00,db26457,8452ce2
10712310,db27888,8450b72
10714a20,db28cb8,844ea01
10717130,db2a0e8,844c890
10719840,db2b518,844a71f
1071bf50,db2c948,84485ad
1071e660,db2dd77,844643c
10720d70,db2f1a6,84442ca
10723480,db305d4,8442158
10725b90,db31a02,843ffe6
107282a0,db32e30,843de73
1072a9b0,db3425e,843bd01
1072d0c0,db3568b,8439b8e
1072f7d0,db36ab8,8437a1b
10731ee0,db37ee4,84358a8
107345f0,db39311,8433735
10736d00,db3a73d,84315c1
10739410,db3bb68,842f44e
1073bb20,db3cf93,842d2da
1073e230,db3e3be,842b166
10740940,db3f7e9,8428ff1
10743050,db40c13,8426e7d
10745760,db4203d,8424d08
10747e70,db43467,8422b93
1074a580,db44891,8420a1e
1074cc90,db45cba,841e8a9
1074f3a0,db470e2,841c734
10751ab0,db4850b,841a5be
107541c0,db49933,8418448
107568d0,db4ad5b,84162d2
10758fe0,db4c182,841415c
1075b6f0,db4d5a9,8411fe6
1075de00,db4e9d0,840fe6f
10760510,db4fdf7,840dcf8
10762c20,db5121d,840bb81
10765330,db52643,8409a0a
10767a40,db53a68,8407893
1076a150,db54e8e,840571b
1076c860,db562b2,84035a3
1076ef70,db576d7,840142b
10771680,db58afb,83ff2b3
10773d90,db59f1f,83fd13b
107764a0,db5b343,83fafc2
10778bb0,db5c766,83f8e4a
1077b2c0,db5db89,83f6cd1
1077d9d0,db5efac,83f4b58
107800e0,db603ce,83f29df
107827f0,db617f0,83f0865
10784f00,db62c12,83ee6eb
10787610,db64034,83ec572
10789d20,db65455,83ea3f8
1078c430,db66875,83e827d
1078eb40,db67c96,83e6103
10791250,db690b6,83e3f88
10793960,db6a4d6,83e1e0d
10796070,db6b8f5,83dfc92
10798780,db6cd14,83ddb17
1079ae90,db6e133,83db99c
1079d5a0,db6f552,83d9820
1079fcb0,db70970,83d76a4
107a23c0,db71d8e,83d5529
107a4ad0,db731ac,83d33ac
107a71e0,db745c9,83d1230
107a98f0,db759e6,83cf0b3
107ac000,db76e02,83ccf37
107ae710,db7821f,83cadba
107b0e20,db7963b,83c8c3d
107b3530,db7aa56,83c6abf
107b5c40,db7be72,83c4942
107b8350,db7d28d,83c27c4
107baa60,db7e6a7,83c0646
107bd170,db7fac2,83be4c8
107bf880,db80edc,83bc34a
107c1f90,db822f6,83ba1cc
107c46a0,db8370f,83b804d
107c6db0,db84b28,83b5ece
107c94c0,db85f41,83b3d4f
107cbbd0,db87359,83b1bd0
107ce2e0,db88772,83afa50
107d09f0,db89b89,83ad8d1
107d3100,db8afa1,83ab751
107d5810,db8c3b8,83a95d1
107d7f20,db8d7cf,83a7451
107da630,db8ebe5,83a52d0
107dcd40,db8fffc,83a3150
107df450,db91412,83a0fcf
107e1b60,db92827,839ee4e
107e4270,db93c3c,839cccd
107e6980,db95051,839ab4c
107e9090,db96466,83989ca
107eb7a0,db9787a,8396848
107edeb0,db98c8e,83946c7
107f05c0,db9a0a2,8392544
107f2cd0,db9b4b5,83903c2
107f53e0,db9c8c8,838e240
107f7af0,db9dcdb,838c0bd
107fa200,db9f0ee,8389f3a
107fc910,dba0500,8387db7
107ff020,dba1911,8385c34
10801730,dba2d23,8383ab0
10803e40,dba4134,838192d
10806550,dba5545,837f7a9
10808c60,dba6955,837d625
1080b370,dba7d65,837b4a1
1080da80,dba9175,837931c
10810190,dbaa585,8377198
108128a0,dbab994,8375013
10814fb0,dbacda3,8372e8e
108176c0,dbae1b1,8370d09
10819dd0,dbaf5c0,836eb84
1081c4e0,dbb09ce,836c9fe
1081ebf0,dbb1ddb,836a878
10821300,dbb31e8,83686f2
10823a10,dbb45f5,836656c
10826120,dbb5a02,83643e6
10828830,dbb6e0e,836225f
1082af40,dbb821a,83600d9
1082d650,dbb9626,835df52
1082fd60,dbbaa31,835bdcb
10832470,dbbbe3c,8359c44
10834b80,dbbd247,8357abc
10837290,dbbe652,8355934
108399a0,dbbfa5c,83537ad
1083c0b0,dbc0e65,8351625
1083e7c0,dbc226f,834f49c
10840ed0,dbc3678,834d314
108435e0,dbc4a81,834b18b
10845cf0,dbc5e89,8349003
10848400,dbc7291,8346e7a
1084ab10,dbc8699,8344cf0
1084d220,dbc9aa1,8342b67
1084f930,dbcaea8,83409dd
10852040,dbcc2af,833e854
10854750,dbcd6b6,833c6ca
10856e60,dbceabc,833a540
10859570,dbcfec2,83383b5
1085bc80,dbd12c7,833622b
1085e390,dbd26cd,83340a0
10860aa0,dbd3ad2,8331f15
108631b0,dbd4ed6,832fd8a
108658c0,dbd62db,832dbff
10867fd0,dbd76df,832ba73
1086a6e0,dbd8ae2,83298e8
1086cdf0,dbd9ee6,832775c
1086f500,dbdb2e9,83255d0
10871c10,dbdc6eb,8323444
10874320,dbddaee,83212b7
10876a30,dbdeef0,831f12b
10879140,dbe02f2,831cf9e
1087b850,dbe16f3,831ae11
1087df60,dbe2af4,8318c84
10880670,dbe3ef5,8316af6
10882d80,dbe52f6,8314969
10885490,dbe66f6,83127db
10887ba0,dbe7af6,831064d
1088a2b0,dbe8ef5,830e4bf
1088c9c0,dbea2f4,830c331
1088f0d0,dbeb6f3,830a1a2
108917e0,dbecaf2,8308013
10893ef0,dbedef0,8305e84
10896600,dbef2ee,8303cf5
10898d10,dbf06ec,8301b66
1089b420,dbf1ae9,82ff9d7
1089db30,dbf2ee6,82fd847
108a0240,dbf42e2,82fb6b7
108a2950,dbf56df,82f9527
108a5060,dbf6adb,82f7397
108a7770,dbf7ed6,82f5206
108a9e80,dbf92d2,82f3076
108ac590,dbfa6cd,82f0ee5
108aeca0,dbfbac8,82eed54
108b13b0,dbfcec2,82ecbc3
108b3ac0,dbfe2bc,82eaa31
108b61d0,dbff6b6,82e88a0
108b88e0,dc00aaf,82e670e
108baff0,dc01ea8,82e457c
108bd700,dc032a1,82e23ea
108bfe10,dc0469a,82e0258
108c2520,dc05a92,82de0c5
108c4c30,dc06e8a,82dbf32
108c7340,dc08281,82d9da0
108c9a50,dc09678,82d7c0c
108cc160,dc0aa6f,82d5a79
108ce870,dc0be66,82d38e6
108d0f80,dc0d25c,82d1752
